metric_id,timestamp,cloud_provider,service,environment,region_cloud,requests_count,latence_p95_ms,latence_p99_ms,error_rate_pct,uptime_pct,cpu_pct,ram_pct,cout_compute_usd,cout_storage_usd,cout_network_usd,nb_incidents,mttr_minutes,sla_respecte,mode_traitement,cout_total_usd
FIN-02620,2026-02-13 15:30,Private Cloud,Kafka Events,dev,francecentral,52187.0,175.4,369.4,13.762,97.7866,74.79,43.57,108.7,19.93,7.07,0,12.8,False,synchrone,135.7
FIN-02621,2026-03-13 10:00,AWS,Reconciliation Job,staging,francecentral,32574.0,169.4,599.3,2.629,99.943,65.05,31.46,91.23,23.85,15.51,0,67.9,False,batch,130.59
FIN-02622,2026-04-03 21:15,Azure,Auth Service,prod,eu-west-1,32923.0,143.7,224.3,6.131,97.883,19.78,,118.12,51.91,5.44,0,37.8,False,batch,175.47
FIN-02623,2026-04-10 06:00,GCP,Risk Engine,prod,eu-central-1,3057.0,306.1,369.3,1.531,98.1153,54.3,28.27,149.37,36.82,7.02,0,17.9,False,synchrone,193.21
FIN-02624,2026-05-15 18:45,Azure,Kafka Events,staging,eu-west-1,80765.0,,250.0,0.419,99.0263,31.55,56.86,70.52,35.27,6.6,0,68.4,False,batch,112.38999999999999
FIN-02625,2026-06-16 15:45,GCP,API Payment,staging,eu-central-1,83817.0,475.4,249.5,6.887,97.9383,42.49,39.66,91.9,3.28,8.21,2,22.4,False,synchrone,103.39000000000001
FIN-02626,2026-05-06 12:00,GCP,Ledger Service,prod,westeurope,6908.0,249.4,408.5,0.615,99.769,52.72,66.08,41.2,31.49,10.08,0,37.6,True,batch,82.77
FIN-02627,2026-02-16 17:45,Azure,Kafka Events,staging,eu-west-1,57660.0,167.4,499.2,9.098,96.9151,65.95,20.1,228.04,23.13,15.64,1,43.3,False,streaming,266.81
FIN-02628,2026-02-09 12:30,GCP,API Payment,prod,francecentral,69546.0,172.9,330.2,7.158,97.261,28.54,85.53,112.58,33.32,5.26,0,25.3,False,asynchrone,151.16
FIN-02629,2026-05-04 10:00,Private Cloud,Auth Service,dev,francecentral,25208.0,184.0,389.7,0.988,97.1247,54.43,92.44,79.13,25.31,13.73,0,22.7,False,batch,118.17
FIN-02630,2026-03-20 10:45,GCP,Notification Worker,staging,eu-central-1,7687.0,181.0,302.9,1.943,98.0649,34.02,93.32,101.35,12.8,3.9,0,51.6,False,synchrone,118.05
FIN-02631,2026-01-16 12:45,GCP,Risk Engine,prod,eu-west-1,70561.0,103.6,279.5,1.561,97.276,40.95,47.64,190.17,24.27,11.88,0,3.3,False,asynchrone,226.32
FIN-02632,2026-02-23 20:15,GCP,API Payment,prod,eu-central-1,57361.0,235.9,130.8,0.374,98.8322,94.71,38.91,196.79,8.09,1.15,1,38.4,False,batch,206.03
FIN-02633,2026-01-13 21:00,Azure,Reconciliation Job,prod,eu-west-1,18851.0,197.4,328.2,3.526,99.2136,50.32,69.57,69.38,42.42,3.93,1,18.3,False,streaming,115.73
FIN-02634,2026-05-16 12:30,Azure,Auth Service,prod,francecentral,36671.0,60.8,277.2,4.417,99.586,14.88,36.24,148.5,28.7,12.6,0,53.5,False,asynchrone,189.79999999999998
FIN-02635,2026-06-24 22:45,Azure,API Payment,prod,westeurope,29065.0,74.7,94.4,3.748,99.9168,75.07,35.93,62.64,8.75,7.43,1,28.0,False,synchrone,78.82
FIN-02636,2026-01-05 07:30,AWS,Ledger Service,dev,francecentral,28697.0,50.5,27.0,4.527,99.1369,84.78,25.1,75.23,21.89,17.05,0,10.3,False,streaming,114.17
FIN-02637,2026-05-23 07:00,AWS,Ledger Service,prod,francecentral,34020.0,207.3,581.2,3.457,98.5137,42.53,57.39,102.96,47.46,6.4,0,10.9,False,asynchrone,156.82
FIN-02638,2026-05-23 17:15,Azure,Auth Service,dev,francecentral,67362.0,83.0,510.3,1.865,97.0139,39.1,31.18,86.07,30.84,12.71,0,58.4,False,streaming,129.62
FIN-02639,2026-04-11 13:45,GCP,Auth Service,prod,eu-west-1,79926.0,243.1,528.2,4.006,97.4486,11.16,71.89,23.79,27.93,27.6,1,54.8,False,asynchrone,79.32
FIN-02640,2026-05-03 15:30,AWS,API Payment,staging,eu-west-1,40523.0,28.1,200.6,3.724,99.1726,69.24,45.4,101.47,15.67,8.9,1,84.2,False,streaming,126.04
FIN-02641,2026-04-22 07:30,AWS,Ledger Service,staging,eu-west-1,54481.0,267.1,146.0,0.505,97.287,40.24,32.84,143.44,31.64,11.1,0,21.8,False,batch,186.17999999999998
FIN-02642,2026-02-17 11:45,Azure,Risk Engine,dev,eu-central-1,69104.0,383.9,548.0,0.506,96.9862,50.99,18.08,103.71,21.82,5.58,0,82.4,False,streaming,131.11
FIN-02643,2026-05-20 07:00,Private Cloud,Kafka Events,prod,eu-central-1,86748.0,92.3,84.7,4.458,97.0298,74.59,47.99,194.96,20.16,7.69,1,5.9,False,batch,222.81
FIN-02644,2026-01-27 14:30,Azure,API Payment,staging,eu-central-1,14168.0,86.0,149.7,5.453,98.5399,19.21,78.23,120.28,2.32,14.42,1,65.0,False,synchrone,137.01999999999998
FIN-02645,2026-06-08 19:45,GCP,Ledger Service,dev,eu-central-1,45440.0,,208.4,4.599,99.8017,20.27,47.86,93.46,26.79,15.83,2,61.4,False,batch,136.08
FIN-02646,2026-06-09 19:45,Private Cloud,Reconciliation Job,staging,westeurope,1411.0,196.6,489.4,1.383,98.9211,82.23,85.55,162.17,27.42,6.71,1,33.3,False,asynchrone,196.29999999999998
FIN-02647,2026-01-04 18:30,Azure,Risk Engine,prod,eu-west-1,10134.0,82.6,182.6,3.085,97.2023,95.11,26.98,128.06,16.18,18.6,0,31.5,False,streaming,162.84
FIN-02648,2026-05-08 21:00,GCP,Risk Engine,staging,westeurope,53859.0,263.6,300.4,0.899,98.4352,35.12,27.79,30.67,4.86,12.18,0,21.1,False,streaming,47.71
FIN-02649,2026-06-17 16:15,Private Cloud,Reconciliation Job,staging,westeurope,55610.0,155.5,276.0,3.305,98.383,52.61,86.73,55.95,13.46,24.68,1,75.9,False,streaming,94.09
FIN-02650,2026-05-06 16:30,AWS,Kafka Events,staging,westeurope,36160.0,262.7,289.1,0.738,98.2601,81.02,53.31,101.66,71.49,1.2,0,24.5,False,synchrone,174.34999999999997
FIN-02651,2026-04-26 10:30,GCP,Ledger Service,staging,westeurope,2952.0,41.3,477.9,1.456,96.9727,92.02,78.02,123.8,44.05,2.14,1,43.2,False,asynchrone,169.98999999999998
FIN-02652,2026-04-11 14:45,AWS,Risk Engine,prod,eu-west-1,53527.0,288.7,322.9,1.308,98.4036,95.62,39.32,64.14,27.24,8.9,0,14.4,False,synchrone,100.28
FIN-02653,2026-01-10 15:45,AWS,Kafka Events,dev,eu-west-1,62717.0,919.2,362.2,1.28,99.82,86.03,16.72,86.26,18.48,4.18,0,38.8,True,synchrone,108.92000000000002
FIN-02654,2026-06-12 12:30,AWS,Risk Engine,dev,westeurope,42728.0,130.6,650.5,2.041,98.256,23.54,61.71,94.1,24.72,4.47,0,88.9,False,streaming,123.28999999999999
FIN-02655,2026-02-28 19:00,Azure,Ledger Service,staging,francecentral,74866.0,465.3,323.9,1.38,98.3713,78.45,76.81,52.09,4.34,15.81,0,28.4,False,batch,72.24000000000001
FIN-02656,2026-06-16 11:30,Private Cloud,Notification Worker,prod,eu-central-1,69948.0,240.0,161.5,0.565,97.8747,73.03,,112.27,20.97,32.24,0,31.1,False,streaming,165.48000000000002
FIN-02657,2026-02-17 14:00,AWS,Risk Engine,dev,francecentral,,252.5,831.9,6.15,97.4179,20.03,88.26,88.26,24.96,4.04,0,39.6,False,batch,117.26
FIN-02658,2026-06-04 12:30,Private Cloud,API Payment,prod,francecentral,16745.0,158.0,192.6,2.955,99.9625,13.28,93.58,131.67,13.93,20.24,1,31.8,False,asynchrone,165.84
FIN-02659,2026-05-21 11:00,GCP,Kafka Events,staging,westeurope,41132.0,166.6,544.3,1.439,97.6656,73.14,92.78,182.89,10.77,19.44,1,4.7,False,asynchrone,213.1
FIN-02660,2026-01-28 19:00,GCP,Auth Service,prod,francecentral,77516.0,46.7,149.9,7.186,97.9819,30.68,25.81,129.52,63.86,21.33,0,23.3,False,batch,214.70999999999998
FIN-02661,2026-06-04 15:30,Azure,Auth Service,staging,westeurope,60346.0,524.7,119.7,0.563,98.8841,86.14,68.86,136.46,9.68,6.66,1,67.5,False,streaming,152.8
FIN-02662,2026-02-11 07:15,Private Cloud,Ledger Service,dev,westeurope,65791.0,131.7,617.0,5.702,98.5207,63.75,15.06,122.94,23.17,16.63,0,45.5,False,asynchrone,162.74
FIN-02663,2026-06-17 08:30,Private Cloud,Ledger Service,prod,westeurope,67023.0,,245.5,0.253,97.3203,40.24,72.69,97.01,21.67,16.41,0,41.6,False,synchrone,135.09
FIN-02664,2026-01-27 14:30,AWS,Risk Engine,staging,eu-central-1,54163.0,236.0,271.1,3.305,97.0385,75.83,90.55,79.68,12.56,15.26,0,26.5,False,batch,107.50000000000001
FIN-02665,2026-02-07 07:30,GCP,Auth Service,staging,eu-central-1,50392.0,336.4,161.1,4.512,97.3357,56.14,46.05,120.96,23.0,8.82,0,15.7,False,streaming,152.77999999999997
FIN-02666,2026-03-10 14:00,Private Cloud,Risk Engine,staging,westeurope,34260.0,70.5,253.6,2.327,96.9284,71.79,57.99,38.75,10.46,6.59,0,4.6,False,synchrone,55.8
FIN-02667,2026-01-06 15:45,GCP,Kafka Events,staging,francecentral,51380.0,235.2,268.7,0.298,98.8512,58.41,27.98,106.58,25.74,8.29,0,37.9,False,asynchrone,140.60999999999999
FIN-02668,2026-04-01 06:15,GCP,Auth Service,dev,francecentral,68964.0,335.9,206.7,4.967,99.0758,35.67,21.32,59.67,37.74,5.55,0,70.6,False,batch,102.96
FIN-02669,2026-01-15 21:30,AWS,Notification Worker,prod,westeurope,20472.0,163.8,501.9,7.041,99.1448,16.68,50.62,12.77,27.21,9.89,0,33.8,False,asynchrone,49.870000000000005
FIN-02670,2026-04-01 08:00,GCP,Kafka Events,dev,westeurope,20657.0,148.4,1060.1,3.662,97.4776,8.06,83.98,270.96,15.96,12.3,0,56.9,False,asynchrone,299.21999999999997
FIN-02671,2026-06-27 21:45,Private Cloud,Ledger Service,prod,eu-central-1,27413.0,92.5,251.7,10.994,97.7134,30.19,60.49,106.0,14.02,9.97,0,6.9,False,synchrone,129.99
FIN-02672,2026-01-10 16:30,Private Cloud,Ledger Service,staging,eu-west-1,55015.0,216.1,454.5,,98.5324,49.17,73.39,82.96,8.71,3.97,1,31.6,False,synchrone,95.63999999999999
FIN-02673,2026-06-01 12:30,Azure,Reconciliation Job,prod,eu-west-1,10050.0,136.2,562.4,0.016,99.8176,51.75,83.45,87.26,10.48,3.66,1,39.0,True,batch,101.4
FIN-02674,2026-06-11 21:45,GCP,Risk Engine,prod,francecentral,74876.0,116.1,758.1,4.369,98.9444,25.0,68.06,178.44,32.53,25.83,0,40.6,False,streaming,236.8
FIN-02675,2026-05-06 11:30,AWS,Risk Engine,staging,eu-west-1,30568.0,171.6,535.7,0.655,97.3745,74.21,44.44,116.64,17.77,12.03,0,10.6,False,batch,146.44
FIN-02676,2026-05-01 10:45,Private Cloud,Reconciliation Job,staging,eu-west-1,66242.0,126.6,496.5,0.247,98.9213,64.49,27.76,136.07,11.22,2.32,0,18.7,False,batch,149.60999999999999
FIN-02677,2026-06-04 17:15,AWS,Ledger Service,prod,westeurope,76346.0,220.2,525.7,7.08,97.5747,40.2,52.14,75.05,9.83,39.93,1,37.1,False,synchrone,124.81
FIN-02678,2026-05-31 18:15,Private Cloud,Notification Worker,staging,eu-central-1,31214.0,145.3,352.8,2.068,98.4774,9.42,35.57,49.8,15.29,0.28,0,70.8,False,batch,65.37
FIN-02679,2026-03-08 08:30,AWS,Auth Service,prod,eu-west-1,21502.0,48.1,1284.0,3.133,97.6712,44.66,68.49,45.12,43.02,2.28,2,22.1,False,batch,90.42
FIN-02680,2026-06-17 12:15,Private Cloud,Kafka Events,dev,eu-central-1,3368.0,45.2,209.8,3.683,98.9033,62.93,66.47,79.96,14.22,9.78,2,114.8,False,batch,103.96
FIN-02681,2026-06-28 12:15,GCP,Auth Service,dev,eu-west-1,87283.0,74.9,358.7,1.239,97.9399,36.28,69.96,120.54,22.39,13.38,0,53.4,False,asynchrone,156.31
FIN-02682,2026-04-02 13:30,AWS,Notification Worker,staging,westeurope,79653.0,180.4,437.8,2.648,97.0711,42.41,41.6,39.94,22.61,12.16,0,79.6,False,batch,74.71
FIN-02683,2026-06-03 14:15,AWS,Ledger Service,dev,eu-central-1,50385.0,145.0,348.5,2.117,98.9378,42.54,17.02,124.26,42.83,6.28,1,18.9,False,batch,173.37
FIN-02684,2026-06-05 12:30,Private Cloud,API Payment,prod,francecentral,20907.0,98.7,1089.9,2.461,99.8768,84.7,87.55,169.1,14.02,4.72,0,15.5,False,synchrone,187.84
FIN-02685,2026-05-28 10:30,Azure,Kafka Events,staging,westeurope,4902.0,347.1,1989.1,3.651,98.0288,76.18,69.85,116.13,14.77,18.7,0,30.8,False,synchrone,149.6
FIN-02686,2026-05-13 06:00,Azure,Risk Engine,staging,francecentral,81487.0,452.7,578.4,3.726,99.1821,75.19,26.01,36.39,26.0,17.36,0,19.1,False,streaming,79.75
FIN-02687,2026-01-16 06:45,AWS,Notification Worker,prod,eu-central-1,27359.0,175.5,125.2,4.065,97.5044,57.08,35.22,120.84,31.01,24.54,0,50.2,False,batch,176.39
FIN-02688,2026-01-31 21:00,Private Cloud,Kafka Events,dev,eu-west-1,80155.0,145.2,883.9,0.822,97.2929,61.79,20.62,57.24,24.65,4.35,0,53.6,False,synchrone,86.24
FIN-02689,2026-02-17 20:15,Private Cloud,Risk Engine,prod,francecentral,73159.0,643.6,138.5,7.52,99.5349,30.31,57.79,175.81,13.86,22.32,0,7.5,False,streaming,211.99
FIN-02690,2026-01-01 06:30,Azure,API Payment,staging,eu-west-1,27211.0,98.3,,3.899,97.5405,30.52,32.7,111.08,9.51,22.95,0,73.8,False,synchrone,143.54
FIN-02691,2026-04-21 17:45,AWS,Kafka Events,dev,francecentral,82137.0,84.7,379.2,1.222,97.2643,28.18,59.27,96.9,4.21,5.25,0,13.0,False,batch,106.36
FIN-02692,2026-05-25 09:45,Private Cloud,Reconciliation Job,prod,eu-central-1,18563.0,541.1,475.8,2.562,97.0082,53.48,89.05,66.95,31.16,6.11,1,20.0,False,batch,104.22
FIN-02693,2026-06-08 15:15,AWS,API Payment,dev,eu-central-1,8101.0,277.3,165.2,3.813,98.1506,10.18,49.03,159.25,18.1,2.83,0,21.7,False,streaming,180.18
FIN-02694,2026-06-09 19:00,Private Cloud,Notification Worker,prod,eu-central-1,45025.0,186.6,582.6,4.824,96.972,70.52,24.21,70.33,53.31,13.14,0,81.4,False,synchrone,136.78
FIN-02695,2026-05-09 11:45,AWS,Risk Engine,staging,francecentral,70124.0,341.5,726.6,12.359,98.3106,22.44,43.1,55.14,22.4,2.66,1,68.7,False,streaming,80.19999999999999
FIN-02696,2026-04-06 09:00,AWS,Notification Worker,dev,westeurope,17406.0,81.7,188.8,0.995,97.2854,61.77,15.27,39.53,17.1,10.74,0,36.5,False,synchrone,67.37
FIN-02697,2026-04-26 18:00,Azure,Ledger Service,dev,francecentral,63381.0,224.4,526.7,1.436,96.9477,77.31,87.76,77.41,38.99,25.58,0,62.4,False,batch,141.98000000000002
FIN-02698,2026-01-11 06:00,Azure,Kafka Events,staging,francecentral,11105.0,188.3,321.3,3.565,98.2671,13.0,29.03,47.83,32.99,8.11,0,85.5,False,synchrone,88.92999999999999
FIN-02699,2026-02-23 08:45,AWS,Notification Worker,dev,westeurope,77714.0,267.7,168.3,0.487,97.4233,46.92,51.72,75.5,12.3,4.32,0,27.6,False,batch,92.12
FIN-02700,2026-06-15 13:45,GCP,API Payment,dev,westeurope,61674.0,333.1,537.8,0.179,98.6461,42.35,84.47,67.94,19.21,2.93,1,7.9,False,streaming,90.08000000000001
FIN-02701,2026-03-15 13:15,GCP,Kafka Events,staging,eu-west-1,35970.0,352.4,729.8,2.72,99.5391,54.22,24.22,246.06,29.04,18.36,0,46.9,False,synchrone,293.46000000000004
FIN-02702,2026-03-31 18:15,AWS,Notification Worker,dev,francecentral,86677.0,155.0,637.5,5.715,96.8315,60.83,64.09,56.39,22.72,18.37,0,33.2,False,asynchrone,97.48
FIN-02703,2026-06-02 21:15,Azure,Risk Engine,dev,francecentral,80756.0,204.5,355.2,1.052,96.8256,54.25,80.97,105.35,34.5,3.67,0,46.2,False,batch,143.51999999999998
FIN-02704,2026-03-23 15:15,AWS,Risk Engine,prod,francecentral,20309.0,188.7,162.2,1.443,99.3612,95.6,46.08,78.69,29.1,14.68,0,23.7,False,streaming,122.47
FIN-02705,2026-06-03 09:00,Private Cloud,Risk Engine,prod,westeurope,82253.0,121.3,223.4,0.293,97.3688,44.68,49.69,51.86,6.46,7.91,0,6.2,False,batch,66.23
FIN-02706,2026-05-07 14:15,Private Cloud,Auth Service,staging,westeurope,55822.0,484.0,378.2,0.315,97.9328,91.42,48.46,159.93,25.85,16.72,0,21.4,False,asynchrone,202.5
FIN-02707,2026-01-06 15:15,GCP,Auth Service,staging,eu-central-1,85656.0,129.2,65.9,0.785,98.6167,45.51,38.22,211.86,8.69,8.11,0,8.8,False,batch,228.66000000000003
FIN-02708,2026-03-27 07:45,AWS,Risk Engine,prod,westeurope,60096.0,292.2,113.7,0.066,99.9773,40.66,31.86,86.76,16.91,17.75,1,78.3,True,streaming,121.42
FIN-02709,2026-05-09 19:30,Azure,Ledger Service,staging,eu-central-1,6541.0,145.1,463.9,0.998,99.2307,91.64,63.86,83.09,35.52,32.95,0,18.5,False,streaming,151.56
FIN-02710,2026-02-24 21:00,Private Cloud,Ledger Service,staging,eu-central-1,57577.0,597.8,326.1,0.543,98.4426,31.38,75.89,107.73,45.58,9.16,0,37.3,False,batch,162.47
FIN-02711,2026-01-05 22:00,AWS,Ledger Service,prod,eu-west-1,56199.0,193.4,319.2,2.987,99.9677,21.53,,329.96,22.66,14.91,0,31.7,False,synchrone,367.53000000000003
FIN-02712,2026-06-05 19:30,AWS,Notification Worker,staging,eu-west-1,85290.0,196.7,467.2,6.129,98.7617,27.63,82.64,106.09,43.81,17.47,0,4.8,False,streaming,167.37
FIN-02713,2026-02-09 21:15,Azure,Reconciliation Job,prod,francecentral,54977.0,316.0,218.2,4.954,99.5445,12.08,85.6,159.67,44.07,12.01,1,13.6,False,asynchrone,215.74999999999997
FIN-02714,2026-03-06 18:15,AWS,API Payment,dev,eu-west-1,88833.0,229.1,126.4,2.948,99.4396,39.72,47.62,135.38,13.76,10.99,0,13.9,False,synchrone,160.13
FIN-02715,2026-03-30 12:15,Private Cloud,Kafka Events,dev,francecentral,75234.0,745.6,586.2,4.965,98.0628,88.2,28.61,133.96,7.45,7.48,1,82.8,False,batch,148.89
FIN-02716,2026-02-01 21:45,GCP,Notification Worker,dev,eu-central-1,11256.0,312.3,221.9,0.656,98.4424,89.92,53.47,90.61,20.93,2.66,0,68.3,False,asynchrone,114.19999999999999
FIN-02717,2026-01-20 22:30,Azure,Risk Engine,prod,eu-west-1,47105.0,165.4,687.8,0.376,98.4564,92.63,44.16,,21.3,4.53,0,22.0,False,streaming,135.03
FIN-02718,2026-04-01 18:15,Azure,Risk Engine,staging,eu-central-1,4333.0,240.3,119.5,0.043,99.0867,20.18,72.39,262.31,17.89,16.32,1,24.3,False,batch,296.52
FIN-02719,2026-02-11 12:15,GCP,Auth Service,prod,eu-central-1,41123.0,321.0,156.9,1.392,99.2012,82.53,66.52,169.24,16.56,27.96,0,97.2,False,synchrone,213.76000000000002
FIN-02720,2026-01-01 16:30,Azure,Ledger Service,dev,eu-west-1,30052.0,152.0,180.4,2.574,99.612,47.57,56.93,103.5,55.05,10.88,0,57.5,False,synchrone,169.43
FIN-02721,2026-05-04 11:45,Private Cloud,Kafka Events,staging,eu-central-1,23101.0,74.6,198.3,0.486,97.6554,88.25,86.72,143.96,14.33,18.61,1,103.1,False,synchrone,176.90000000000003
FIN-02722,2026-03-07 20:15,Azure,Risk Engine,dev,francecentral,1033.0,195.3,404.1,2.606,97.8542,50.61,43.37,92.82,26.71,12.65,1,10.8,False,asynchrone,132.18
FIN-02723,2026-04-20 21:45,AWS,Risk Engine,prod,eu-west-1,,490.6,466.1,4.052,98.2442,29.81,48.08,76.14,8.23,26.72,1,32.9,False,synchrone,111.09
FIN-02724,2026-05-28 19:30,GCP,Kafka Events,prod,eu-west-1,65921.0,412.3,725.8,9.739,98.1408,18.24,84.77,117.7,40.37,12.2,2,1.1,False,streaming,170.26999999999998
FIN-02725,2026-05-12 08:00,Private Cloud,Risk Engine,staging,eu-central-1,28243.0,160.7,362.1,0.131,97.0934,86.79,35.29,116.4,31.35,16.32,0,34.0,False,streaming,164.07
FIN-02726,2026-02-18 22:30,GCP,Auth Service,dev,eu-central-1,84641.0,240.0,141.7,2.71,96.9907,88.85,75.78,129.35,27.58,7.16,0,111.6,False,asynchrone,164.09
FIN-02727,2026-05-16 17:45,Private Cloud,Kafka Events,staging,eu-central-1,17269.0,468.8,191.5,4.177,98.3699,81.21,79.98,123.84,12.9,7.2,1,76.8,False,synchrone,143.94
FIN-02728,2026-06-14 16:15,Azure,Reconciliation Job,dev,francecentral,45739.0,111.3,248.8,2.46,96.9504,16.77,19.89,64.58,28.55,6.02,0,32.6,False,streaming,99.14999999999999
FIN-02729,2026-03-17 17:15,Private Cloud,Risk Engine,staging,francecentral,43759.0,144.0,143.7,0.524,96.8576,31.51,69.18,51.2,19.41,5.3,2,26.3,False,synchrone,75.91
FIN-02730,2026-04-13 08:30,GCP,Reconciliation Job,dev,westeurope,3543.0,271.1,568.3,1.579,98.3478,66.57,22.7,69.44,5.36,8.62,1,15.5,False,streaming,83.42
FIN-02731,2026-04-24 10:00,Private Cloud,Kafka Events,prod,eu-central-1,54082.0,153.5,349.9,4.823,98.8192,86.36,92.89,121.94,34.56,20.18,0,35.2,False,batch,176.68
FIN-02732,2026-04-17 10:45,Private Cloud,Auth Service,staging,francecentral,38524.0,133.2,430.1,3.366,99.3998,26.53,93.75,59.28,19.6,12.14,2,90.2,False,synchrone,91.02
FIN-02733,2026-05-28 12:30,GCP,Notification Worker,dev,eu-central-1,9466.0,109.4,312.8,4.405,97.6504,17.63,93.04,187.04,29.91,21.67,0,16.2,False,synchrone,238.62
FIN-02734,2026-01-31 15:15,Azure,Reconciliation Job,prod,westeurope,25666.0,162.5,535.7,0.276,98.2172,87.86,74.64,231.79,37.04,17.86,0,60.4,False,synchrone,286.69
FIN-02735,2026-06-27 13:45,Private Cloud,Kafka Events,staging,francecentral,62969.0,79.2,27.4,2.477,99.6735,83.13,79.06,84.78,14.08,12.08,0,29.0,False,streaming,110.94
FIN-02736,2026-04-10 22:15,AWS,Kafka Events,staging,francecentral,46670.0,161.8,738.4,6.577,97.1615,74.29,63.04,122.93,38.91,22.76,1,43.7,False,streaming,184.6
FIN-02737,2026-04-03 18:00,Azure,Notification Worker,dev,eu-central-1,89349.0,564.7,310.4,2.805,99.6314,40.32,93.0,109.66,19.34,6.53,0,60.6,False,streaming,135.53
FIN-02738,2026-06-10 14:45,GCP,Auth Service,staging,westeurope,72092.0,293.6,844.3,4.85,99.9099,24.91,65.83,131.24,49.09,17.14,1,22.9,False,synchrone,197.47000000000003
FIN-02739,2026-06-08 10:30,Azure,Ledger Service,dev,eu-central-1,6648.0,198.6,344.5,3.51,98.3011,81.92,89.32,65.55,11.97,1.82,0,11.7,False,batch,79.33999999999999
FIN-02740,2026-05-11 10:00,Azure,Ledger Service,dev,francecentral,86395.0,435.5,,1.833,98.8991,60.77,43.41,122.09,13.15,22.53,3,26.2,False,batch,157.77
FIN-02741,2026-05-18 20:15,GCP,Notification Worker,dev,westeurope,73277.0,254.7,,0.451,99.6464,52.95,68.33,106.99,56.29,8.86,0,88.0,True,asynchrone,172.14
FIN-02742,2026-06-15 15:30,Private Cloud,Notification Worker,dev,francecentral,21500.0,151.9,145.2,1.708,99.4974,23.99,57.54,154.59,47.45,19.82,0,17.4,False,batch,221.86
FIN-02743,2026-06-27 16:00,Private Cloud,Notification Worker,dev,francecentral,45303.0,280.9,176.4,2.979,97.8241,74.74,17.17,103.21,44.67,7.22,0,81.4,False,batch,155.1
FIN-02744,2026-04-03 11:30,Private Cloud,Reconciliation Job,staging,westeurope,43616.0,570.2,211.7,0.337,99.8756,31.59,88.92,63.38,38.24,10.03,0,27.3,True,synchrone,111.65
FIN-02745,2026-04-10 17:00,AWS,Risk Engine,dev,eu-central-1,8646.0,146.6,265.6,5.463,97.3066,13.09,63.48,38.62,36.67,18.92,1,22.3,False,asynchrone,94.21
FIN-02746,2026-05-30 16:15,Private Cloud,Notification Worker,staging,eu-west-1,45672.0,195.3,339.5,1.55,99.1957,72.54,86.02,135.14,26.44,25.34,0,10.1,False,batch,186.92
FIN-02747,2026-05-08 10:15,Private Cloud,Auth Service,staging,westeurope,19703.0,219.9,393.7,4.618,96.8536,10.24,41.11,103.98,36.9,9.2,1,17.1,False,asynchrone,150.07999999999998
FIN-02748,2026-05-18 16:45,Azure,Auth Service,dev,francecentral,66450.0,186.0,140.8,2.641,98.1843,29.3,36.2,128.18,28.44,19.04,1,18.1,False,asynchrone,175.66
FIN-02749,2026-05-01 06:15,Azure,Reconciliation Job,staging,eu-central-1,62425.0,177.0,119.2,13.746,99.4776,69.14,60.26,105.6,23.68,29.41,0,24.3,False,synchrone,158.69
FIN-02750,2026-04-28 07:30,GCP,Risk Engine,dev,eu-central-1,34559.0,124.9,287.9,0.805,99.9713,28.5,17.06,167.96,8.13,10.06,0,58.4,True,streaming,186.15
FIN-02751,2026-06-22 18:30,Private Cloud,Auth Service,prod,eu-central-1,78298.0,337.9,351.4,2.494,98.7492,14.55,44.87,83.74,23.73,13.47,1,86.3,False,asynchrone,120.94
FIN-02752,2026-02-28 11:00,AWS,Reconciliation Job,prod,francecentral,70818.0,522.3,303.5,6.911,99.3621,93.68,48.18,161.19,20.06,16.33,0,41.6,False,batch,197.57999999999998
FIN-02753,2026-03-30 22:15,Azure,Risk Engine,staging,eu-central-1,69054.0,138.4,205.9,2.572,98.166,10.3,31.66,69.34,55.04,25.62,0,21.4,False,asynchrone,150.0
FIN-02754,2026-02-22 08:30,AWS,Reconciliation Job,dev,eu-central-1,69962.0,292.2,262.3,1.56,98.2757,19.65,30.38,213.43,24.87,24.4,3,3.8,False,synchrone,262.7
FIN-02755,2026-05-11 17:15,Private Cloud,Kafka Events,dev,francecentral,37641.0,339.5,180.5,1.651,97.4454,22.97,79.93,65.68,4.44,12.2,0,67.7,False,streaming,82.32000000000001
FIN-02756,2026-03-29 07:45,Private Cloud,Risk Engine,prod,francecentral,11358.0,136.7,726.6,0.915,96.826,35.57,86.09,198.78,7.35,5.26,0,9.1,False,synchrone,211.39
FIN-02757,2026-03-14 17:00,Azure,Kafka Events,prod,eu-central-1,27286.0,204.0,146.9,2.533,98.663,78.76,77.31,159.16,53.69,15.96,0,82.6,False,asynchrone,228.81
FIN-02758,2026-03-04 16:15,Private Cloud,API Payment,prod,francecentral,56959.0,61.3,296.9,3.097,99.6244,63.42,72.99,113.17,28.37,12.8,0,44.6,False,asynchrone,154.34
FIN-02759,2026-05-20 14:00,AWS,Ledger Service,staging,eu-central-1,42430.0,,567.1,5.898,98.4156,78.42,62.82,96.38,18.62,6.64,0,72.8,False,synchrone,121.64
FIN-02760,2026-05-08 09:30,Azure,API Payment,staging,westeurope,85060.0,28.8,102.5,2.171,98.7519,95.0,64.84,60.17,42.95,15.71,1,28.5,False,synchrone,118.83000000000001
